SCHOOL_YEAR,CESA,COUNTY_CODE,COUNTY_NAME,ATHLETIC_CONFERENCE_CODE,ATHLETIC_CONFERENCE_NAME,WTCS_CODE,LOCALE_CODE,LOCALE_NAME,LATITUDE,LONGITUDE,FULL_NCES_CODE,DISTRICT_CODE,SCHOOL_CODE,DISTRICT_NAME,AGENCY_TYPE,SCHOOL_NAME,GRADE_GROUP,LOW_GRADE,HIGH_GRADE,SCHOOL_SIZE,CHARTER_IND,VIRTUAL_SCH_IND,TITLE_1A_PROGRAM_CODE,TITLE_1A_PROGRAM_NAME
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.050868,-87.915061,5.5096E+11,3619,176,Milwaukee,Public school,Meir School,Combined Elementary/Secondary School,3,12,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.061149,-87.95626,5.5096E+11,3619,525,Milwaukee,Public school,Metcalfe Elementary,Elementary School,K3,8,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.039531,-87.943939,5.5096E+11,3619,103,Milwaukee,Public school,Milwaukee Academy of Chinese Language,Elementary School,K3,8,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,,,5.5096E+11,3619,123,Milwaukee,Public school,Milwaukee College Preparatory School -- 36th Street Campus,Elementary School,K4,8,Large,Yes,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.06678,-87.961364,5.5096E+11,3619,111,Milwaukee,Public school,Milwaukee College Preparatory School -- 38th Street,Elementary School,K4,8,Large,Yes,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.058391,-87.928268,5.5096E+11,3619,145,Milwaukee,Public school,Milwaukee College Preparatory School -- Lloyd Street,Elementary School,K4,8,Large,Yes,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,,,5.5096E+11,3619,121,Milwaukee,Public school,Milwaukee College Preparatory School: Lola Rowe North Campus,Elementary School,K4,8,Medium,Yes,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.030158,-87.911354,5.5096E+11,3619,441,Milwaukee,Public school,Milwaukee Community Cyber High,High School,9,12,Small,Yes,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.042583,-87.923065,5.5096E+11,3619,315,Milwaukee,Public school,Milwaukee County Youth Education Center,Combined Elementary/Secondary School,6,12,Small,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.089618,-87.994911,5.5096E+11,3619,118,Milwaukee,Public school,Milwaukee Environmental Science Academy,Elementary School,K4,8,Medium,Yes,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,,,5.5096E+11,3619,885,Milwaukee,Public school,Milwaukee Excellence Charter School,Combined Elementary/Secondary School,6,12,Medium,Yes,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.061698,-87.978134,5.5096E+11,3619,140,Milwaukee,Public school,Milwaukee French Immersion,Elementary School,K3,5,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.0853,-88.013694,5.5096E+11,3619,146,Milwaukee,Public school,Milwaukee German Immersion,Elementary School,K3,5,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.0452,-87.942161,5.5096E+11,3619,38,Milwaukee,Public school,Milwaukee High School of the Arts,High School,9,12,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,42.990806,-87.904388,5.5096E+11,3619,362,Milwaukee,Public school,Milwaukee Parkside School,Elementary School,K3,8,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.076221,-88.01873,5.5096E+11,3619,71,Milwaukee,Public school,Milwaukee School of Languages,Combined Elementary/Secondary School,6,12,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.13961,-88.009361,5.5096E+11,3619,226,Milwaukee,Public school,Milwaukee Sign Language Elementary,Elementary School,K3,8,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,42.993938,-87.983894,5.5096E+11,3619,167,Milwaukee,Public school,Milwaukee Spanish Immersion,Elementary School,K3,5,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.011699,-87.941589,5.5096E+11,3619,274,Milwaukee,Public school,Mitchell Elementary,Elementary School,K3,8,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,42.980289,-87.935409,5.5096E+11,3619,277,Milwaukee,Public school,Morgandale Elementary,Elementary School,K3,8,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.094341,-87.993278,5.5096E+11,3619,52,Milwaukee,Public school,Morse Mid,Middle School,6,8,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.05157,-87.983474,5.5096E+11,3619,283,Milwaukee,Public school,Neeskara Elementary,Elementary School,K3,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.065242,-87.949951,5.5096E+11,3619,1141,Milwaukee,Public school,Next Door Charter,Elementary School,K3,KG,Medium,Yes,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.084461,-88.031097,5.5096E+11,3619,289,Milwaukee,Public school,Ninety-Fifth Street Elementary,Elementary School,K3,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.067607,-87.924476,5.5096E+11,3619,419,Milwaukee,Public school,North Division High 0419,High School,9,12,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,,,5.5096E+11,3619,474,Milwaukee,Public school,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,High School,9,12,Small,Yes,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.07566,-87.94136,5.5096E+11,3619,1072,Milwaukee,Public school,NOVA-Northwest Opportunities Vocational Academy,High School,9,12,Small,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,,,5.5096E+11,3619,840,Milwaukee,Public school,Obama School of Career and Technical Education,Combined Elementary/Secondary School,K3,12,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.11066,-88.048088,5.5096E+11,3619,301,Milwaukee,Public school,Parkview Elementary,Elementary School,K3,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.110729,-87.932899,5.5096E+11,3619,325,Milwaukee,Public school,Pratt Elementary,Elementary School,K3,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.03807,-87.922111,5.5096E+11,3619,458,Milwaukee,Public school,Project STAY-Supporting Teachers and Youth,High School,9,12,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,42.989521,-87.9449,5.5096E+11,3619,26,Milwaukee,Public school,Pulaski High,High School,9,12,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,42.953678,-87.940773,5.5096E+11,3619,435,Milwaukee,Public school,Reagan College Preparatory High,High School,9,12,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.00122,-87.915008,5.5096E+11,3619,313,Milwaukee,Public school,Riley Elementary,Elementary School,K3,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.126312,-88.062957,5.5096E+11,3619,194,Milwaukee,Public school,River Trail Elementary,Elementary School,K3,8,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.07064,-87.890182,5.5096E+11,3619,29,Milwaukee,Public school,Riverside High,High School,9,12,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.067749,-87.902374,5.5096E+11,3619,307,Milwaukee,Public school,Riverwest Elementary,Elementary School,K3,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.008918,-87.944763,5.5096E+11,3619,177,Milwaukee,Public school,Rogers Street Academy,Elementary School,K3,8,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.054061,-87.921737,5.5096E+11,3619,59,Milwaukee,Public school,Roosevelt Middle,Middle School,6,8,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,11,Large city,43.053848,-87.93312,5.5096E+11,3619,1074,Milwaukee,Public school,Shalom High,High School,9,12,Small,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.072498,-87.97792,5.5096E+11,3619,319,Milwaukee,Public school,Sherman Elementary,Elementary School,K3,8,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,,11,Large city,43.050609,-87.930694,5.5096E+11,3619,107,Milwaukee,Public school,Siefert Elementary,Elementary School,K3,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,27,Milwaukee City,MI,,Unknown,,,5.5096E+11,3619,442,Milwaukee,Public school,South Accelerated Academy,High School,9,12,Small,No,No,TAS,Targeted Assistance eligible and funded
