SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHARTER_IND,DISTRICT_NAME,SCHOOL_NAME,GROUP_BY,GROUP_BY_VALUE,REMOVAL_TYPE_DESCRIPTION,TFS_ENROLLMENT_COUNT,REMOVAL_COUNT
2018-19,School District,7,Kewaunee,2814,,[All],No,Kewaunee,[Districtwide],All Students,All Students,Out of School Suspension,953,61
2018-19,School District,3,Vernon,5960,,[All],No,Kickapoo Area,[Districtwide],All Students,All Students,Out of School Suspension,520,21
2018-19,School District,7,Manitowoc,2828,,[All],No,Kiel Area,[Districtwide],All Students,All Students,Out of School Suspension,1216,26
2018-19,School District,6,Outagamie,2835,,[All],No,Kimberly Area,[Districtwide],All Students,All Students,Expulsion with Services Offered,5190,4
2018-19,School District,6,Outagamie,2835,,[All],No,Kimberly Area,[Districtwide],All Students,All Students,Out of School Suspension,5190,117
2018-19,School District,7,Sheboygan,2842,,[All],No,Kohler,[Districtwide],All Students,All Students,Out of School Suspension,703,13
2018-19,School District,4,La Crosse,2849,,[All],No,La Crosse,[Districtwide],All Students,All Students,Out of School Suspension,6637,805
2018-19,School District,4,Vernon,2863,,[All],No,La Farge,[Districtwide],All Students,All Students,Out of School Suspension,218,6
2018-19,School District,9,Vilas,1848,,[All],No,Lac du Flambeau #1,[Districtwide],All Students,All Students,Out of School Suspension,510,51
2018-19,School District,10,Rusk,2856,,[All],No,Ladysmith,[Districtwide],All Students,All Students,Out of School Suspension,806,24
2018-19,School District,1,Waukesha,3862,,[All],No,Lake Country,[Districtwide],All Students,All Students,Out of School Suspension,499,5
2018-19,School District,2,Walworth,2885,,[All],No,Lake Geneva J1,[Districtwide],All Students,All Students,Expulsion with Services Offered,1918,2
2018-19,School District,2,Walworth,2885,,[All],No,Lake Geneva J1,[Districtwide],All Students,All Students,Expulsion without Services Offered,1918,2
2018-19,School District,2,Walworth,2885,,[All],No,Lake Geneva J1,[Districtwide],All Students,All Students,Out of School Suspension,1918,33
2018-19,School District,2,Walworth,2884,,[All],No,Lake Geneva-Genoa City UHS,[Districtwide],All Students,All Students,Expulsion with Services Offered,1432,3
2018-19,School District,2,Walworth,2884,,[All],No,Lake Geneva-Genoa City UHS,[Districtwide],All Students,All Students,Out of School Suspension,1432,100
2018-19,School District,10,Chippewa,2891,,[All],No,Lake Holcombe,[Districtwide],All Students,All Students,Out of School Suspension,316,8
2018-19,School District,2,Jefferson,2898,,[All],No,Lake Mills Area,[Districtwide],All Students,All Students,Out of School Suspension,1588,19
2018-19,School District,9,Oneida,3647,,[All],No,Lakeland UHS,[Districtwide],All Students,All Students,Expulsion with Services Offered,709,1
2018-19,School District,9,Oneida,3647,,[All],No,Lakeland UHS,[Districtwide],All Students,All Students,Expulsion without Services Offered,709,2
2018-19,School District,9,Oneida,3647,,[All],No,Lakeland UHS,[Districtwide],All Students,All Students,Out of School Suspension,709,139
2018-19,School District,3,Grant,2912,,[All],No,Lancaster Community,[Districtwide],All Students,All Students,Expulsion with Services Offered,963,2
2018-19,School District,3,Grant,2912,,[All],No,Lancaster Community,[Districtwide],All Students,All Students,Out of School Suspension,963,44
2018-19,School District,8,Forest,2940,,[All],No,Laona,[Districtwide],All Students,All Students,Out of School Suspension,261,3
2018-19,School District,8,Oconto,2961,,[All],No,Lena,[Districtwide],All Students,All Students,Out of School Suspension,388,1
2018-19,School District,2,Walworth,3087,,[All],No,Linn J4,[Districtwide],All Students,All Students,,119,0
2018-19,School District,2,Walworth,3094,,[All],No,Linn J6,[Districtwide],All Students,All Students,,148,0
2018-19,School District,6,Outagamie,3129,,[All],No,Little Chute Area,[Districtwide],All Students,All Students,Out of School Suspension,1602,63
2018-19,School District,5,Columbia,3150,,[All],No,Lodi,[Districtwide],All Students,All Students,Out of School Suspension,1493,40
2018-19,School District,6,Dodge,3171,,[All],No,Lomira,[Districtwide],All Students,All Students,Out of School Suspension,1080,21
2018-19,School District,10,Clark,3206,,[All],No,Loyal,[Districtwide],All Students,All Students,,502,0
2018-19,School District,11,Polk,3213,,[All],No,Luck,[Districtwide],All Students,All Students,Out of School Suspension,438,23
2018-19,School District,7,Kewaunee,3220,,[All],No,Luxemburg-Casco,[Districtwide],All Students,All Students,Out of School Suspension,1910,30
2018-19,School District,2,Dane,3269,,[All],No,Madison Metropolitan,[Districtwide],All Students,All Students,Out of School Suspension,26917,2547
2018-19,School District,6,Waupaca,3276,,[All],No,Manawa,[Districtwide],All Students,All Students,Expulsion without Services Offered,637,3
2018-19,School District,6,Waupaca,3276,,[All],No,Manawa,[Districtwide],All Students,All Students,Out of School Suspension,637,30
2018-19,School District,7,Manitowoc,3290,,[All],No,Manitowoc,[Districtwide],All Students,All Students,Out of School Suspension,4961,319
2018-19,School District,12,Douglas,3297,,[All],No,Maple,[Districtwide],All Students,All Students,Out of School Suspension,1341,63
2018-19,School District,1,Milwaukee,1897,,[All],No,Maple Dale-Indian Hill,[Districtwide],All Students,All Students,Out of School Suspension,471,10
2018-19,School District,9,Marathon,3304,,[All],No,Marathon City,[Districtwide],All Students,All Students,Out of School Suspension,731,18
2018-19,School District,8,Marinette,3311,,[All],No,Marinette,[Districtwide],All Students,All Students,Out of School Suspension,2033,102
2018-19,School District,8,Waupaca,3318,,[All],No,Marion,[Districtwide],All Students,All Students,Out of School Suspension,438,17
2018-19,School District,6,Green Lake,3325,,[All],No,Markesan,[Districtwide],All Students,All Students,Out of School Suspension,814,21
2018-19,School District,2,Dane,3332,,[All],No,Marshall,[Districtwide],All Students,All Students,Out of School Suspension,1030,61
2018-19,School District,5,Wood,3339,,[All],No,Marshfield Unified,[Districtwide],All Students,All Students,Expulsion with Services Offered,4068,1
2018-19,School District,5,Wood,3339,,[All],No,Marshfield Unified,[Districtwide],All Students,All Students,Expulsion without Services Offered,4068,1
2018-19,School District,5,Wood,3339,,[All],No,Marshfield Unified,[Districtwide],All Students,All Students,Out of School Suspension,4068,144
2018-19,School District,5,Juneau,3360,,[All],No,Mauston,[Districtwide],All Students,All Students,Out of School Suspension,1462,73
2018-19,School District,6,Dodge,3367,,[All],No,Mayville,[Districtwide],All Students,All Students,Out of School Suspension,1100,33
2018-19,School District,2,Dane,3381,,[All],No,McFarland,[Districtwide],All Students,All Students,Expulsion with Services Offered,4447,1
2018-19,School District,2,Dane,3381,,[All],No,McFarland,[Districtwide],All Students,All Students,Expulsion without Services Offered,4447,3
2018-19,School District,2,Dane,3381,,[All],No,McFarland,[Districtwide],All Students,All Students,Out of School Suspension,4447,102
2018-19,School District,10,Taylor,3409,,[All],No,Medford Area Public,[Districtwide],All Students,All Students,Out of School Suspension,2755,46
2018-19,School District,12,Ashland,3427,,[All],No,Mellen,[Districtwide],All Students,All Students,Out of School Suspension,271,2
2018-19,School District,4,Jackson,3428,,[All],No,Melrose-Mindoro,[Districtwide],All Students,All Students,Out of School Suspension,768,28
2018-19,School District,6,Winnebago,3430,,[All],No,Menasha Joint,[Districtwide],All Students,All Students,Expulsion without Services Offered,3432,4
2018-19,School District,6,Winnebago,3430,,[All],No,Menasha Joint,[Districtwide],All Students,All Students,Out of School Suspension,3432,480
2018-19,School District,8,Menominee,3434,,[All],No,Menominee Indian,[Districtwide],All Students,All Students,Out of School Suspension,921,105
2018-19,School District,1,Waukesha,3437,,[All],No,Menomonee Falls,[Districtwide],All Students,All Students,Out of School Suspension,4002,106
2018-19,School District,11,Dunn,3444,,[All],No,Menomonie Area,[Districtwide],All Students,All Students,Expulsion without Services Offered,3426,1
2018-19,School District,11,Dunn,3444,,[All],No,Menomonie Area,[Districtwide],All Students,All Students,Out of School Suspension,3426,234
2018-19,School District,1,Ozaukee,3479,,[All],No,Mequon-Thiensville,[Districtwide],All Students,All Students,Out of School Suspension,3771,130
2018-19,School District,12,Iron,3484,,[All],No,Mercer,[Districtwide],All Students,All Students,,145,0
2018-19,School District,9,Lincoln,3500,,[All],No,Merrill Area,[Districtwide],All Students,All Students,Expulsion without Services Offered,3291,5
2018-19,School District,9,Lincoln,3500,,[All],No,Merrill Area,[Districtwide],All Students,All Students,Out of School Suspension,3291,254
2018-19,School District,1,Waukesha,3528,,[All],No,Merton Community,[Districtwide],All Students,All Students,Out of School Suspension,844,1
2018-19,School District,2,Dane,3549,,[All],No,Middleton-Cross Plains Area,[Districtwide],All Students,All Students,Expulsion without Services Offered,7450,1
2018-19,School District,2,Dane,3549,,[All],No,Middleton-Cross Plains Area,[Districtwide],All Students,All Students,Out of School Suspension,7450,143
2018-19,School District,2,Rock,3612,,[All],No,Milton,[Districtwide],All Students,All Students,Expulsion without Services Offered,3487,2
2018-19,School District,2,Rock,3612,,[All],No,Milton,[Districtwide],All Students,All Students,Out of School Suspension,3487,157
2018-19,School District,1,Milwaukee,3619,,[All],No,Milwaukee,[Districtwide],All Students,All Students,Expulsion with Services Offered,75431,187
2018-19,School District,1,Milwaukee,3619,,[All],No,Milwaukee,[Districtwide],All Students,All Students,Out of School Suspension,75431,22961
2018-19,School District,3,Iowa,3633,,[All],No,Mineral Point Unified,[Districtwide],All Students,All Students,Out of School Suspension,763,2
2018-19,School District,9,Oneida,3640,,[All],No,Minocqua J1,[Districtwide],All Students,All Students,Out of School Suspension,613,28
2018-19,School District,7,Manitowoc,3661,,[All],No,Mishicot,[Districtwide],All Students,All Students,Expulsion without Services Offered,859,1
2018-19,School District,7,Manitowoc,3661,,[All],No,Mishicot,[Districtwide],All Students,All Students,Out of School Suspension,859,34
2018-19,School District,10,Buffalo,3668,,[All],No,Mondovi,[Districtwide],All Students,All Students,Expulsion with Services Offered,991,2
2018-19,School District,10,Buffalo,3668,,[All],No,Mondovi,[Districtwide],All Students,All Students,Out of School Suspension,991,39
2018-19,School District,2,Dane,3675,,[All],No,Monona Grove,[Districtwide],All Students,All Students,Out of School Suspension,3454,143
2018-19,School District,2,Green,3682,,[All],No,Monroe,[Districtwide],All Students,All Students,Out of School Suspension,2353,195
2018-19,School District,5,Marquette,3689,,[All],No,Montello,[Districtwide],All Students,All Students,Out of School Suspension,668,1
2018-19,School District,2,Green,3696,,[All],No,Monticello,[Districtwide],All Students,All Students,Expulsion without Services Offered,341,1
2018-19,School District,2,Green,3696,,[All],No,Monticello,[Districtwide],All Students,All Students,Out of School Suspension,341,5
2018-19,School District,9,Marathon,3787,,[All],No,Mosinee,[Districtwide],All Students,All Students,Out of School Suspension,2016,56
2018-19,School District,2,Dane,3794,,[All],No,Mount Horeb Area,[Districtwide],All Students,All Students,Out of School Suspension,2522,60
2018-19,School District,1,Waukesha,3822,,[All],No,Mukwonago,[Districtwide],All Students,All Students,Expulsion with Services Offered,5040,2
2018-19,School District,1,Waukesha,3822,,[All],No,Mukwonago,[Districtwide],All Students,All Students,Expulsion without Services Offered,5040,1
2018-19,School District,1,Waukesha,3822,,[All],No,Mukwonago,[Districtwide],All Students,All Students,Out of School Suspension,5040,199
2018-19,School District,1,Waukesha,3857,,[All],No,Muskego-Norway,[Districtwide],All Students,All Students,Out of School Suspension,4850,107
2018-19,School District,5,Juneau,3871,,[All],No,Necedah Area,[Districtwide],All Students,All Students,Expulsion without Services Offered,699,2
2018-19,School District,5,Juneau,3871,,[All],No,Necedah Area,[Districtwide],All Students,All Students,Out of School Suspension,699,13
2018-19,School District,6,Winnebago,3892,,[All],No,Neenah Joint,[Districtwide],All Students,All Students,Expulsion with Services Offered,6714,1
2018-19,School District,6,Winnebago,3892,,[All],No,Neenah Joint,[Districtwide],All Students,All Students,Expulsion without Services Offered,6714,4
2018-19,School District,6,Winnebago,3892,,[All],No,Neenah Joint,[Districtwide],All Students,All Students,Out of School Suspension,6714,497
2018-19,School District,10,Clark,3899,,[All],No,Neillsville,[Districtwide],All Students,All Students,Expulsion without Services Offered,927,4
2018-19,School District,10,Clark,3899,,[All],No,Neillsville,[Districtwide],All Students,All Students,Out of School Suspension,927,63
2018-19,School District,5,Wood,3906,,[All],No,Nekoosa,[Districtwide],All Students,All Students,Out of School Suspension,1183,12
2018-19,School District,10,Chippewa,3920,,[All],No,New Auburn,[Districtwide],All Students,All Students,Expulsion without Services Offered,316,3
2018-19,School District,10,Chippewa,3920,,[All],No,New Auburn,[Districtwide],All Students,All Students,Out of School Suspension,316,22
2018-19,School District,1,Waukesha,3925,,[All],No,New Berlin,[Districtwide],All Students,All Students,Out of School Suspension,4348,111
2018-19,School District,2,Green,3934,,[All],No,New Glarus,[Districtwide],All Students,All Students,Expulsion without Services Offered,989,1
2018-19,School District,2,Green,3934,,[All],No,New Glarus,[Districtwide],All Students,All Students,Out of School Suspension,989,28
2018-19,School District,7,Calumet,3941,,[All],No,New Holstein,[Districtwide],All Students,All Students,Out of School Suspension,1063,8
2018-19,School District,5,Juneau,3948,,[All],No,New Lisbon,[Districtwide],All Students,All Students,Expulsion without Services Offered,660,1
2018-19,School District,5,Juneau,3948,,[All],No,New Lisbon,[Districtwide],All Students,All Students,Out of School Suspension,660,18
2018-19,School District,6,Waupaca,3955,,[All],No,New London,[Districtwide],All Students,All Students,Expulsion with Services Offered,2284,1
2018-19,School District,6,Waupaca,3955,,[All],No,New London,[Districtwide],All Students,All Students,Expulsion without Services Offered,2284,3
2018-19,School District,6,Waupaca,3955,,[All],No,New London,[Districtwide],All Students,All Students,Out of School Suspension,2284,94
2018-19,School District,11,Saint Croix,3962,,[All],No,New Richmond,[Districtwide],All Students,All Students,Expulsion with Services Offered,3441,2
2018-19,School District,11,Saint Croix,3962,,[All],No,New Richmond,[Districtwide],All Students,All Students,Expulsion without Services Offered,3441,1
2018-19,School District,11,Saint Croix,3962,,[All],No,New Richmond,[Districtwide],All Students,All Students,Out of School Suspension,3441,179
2018-19,School District,8,Marinette,3969,,[All],No,Niagara,[Districtwide],All Students,All Students,Out of School Suspension,431,20
2018-19,School District,1,Milwaukee,2177,,[All],No,Nicolet UHS,[Districtwide],All Students,All Students,Out of School Suspension,1087,34
2018-19,School District,1,Waukesha,3976,,[All],No,Norris,[Districtwide],All Students,All Students,,31,0
2018-19,School District,2,Racine,4690,,[All],No,North Cape,[Districtwide],All Students,All Students,Out of School Suspension,198,4
2018-19,School District,3,Crawford,2016,,[All],No,North Crawford,[Districtwide],All Students,All Students,Out of School Suspension,456,3
2018-19,School District,6,Fond du Lac,3983,,[All],No,North Fond du Lac,[Districtwide],All Students,All Students,Out of School Suspension,1446,27
2018-19,School District,1,Waukesha,3514,,[All],No,North Lake,[Districtwide],All Students,All Students,Out of School Suspension,335,3
2018-19,School District,9,Vilas,616,,[All],No,North Lakeland,[Districtwide],All Students,All Students,Out of School Suspension,152,3
2018-19,School District,1,Ozaukee,1945,,[All],No,Northern Ozaukee,[Districtwide],All Students,All Students,,1030,0
2018-19,School District,9,Vilas,1526,,[All],No,Northland Pines,[Districtwide],All Students,All Students,Expulsion with Services Offered,1306,3
2018-19,School District,9,Vilas,1526,,[All],No,Northland Pines,[Districtwide],All Students,All Students,Expulsion without Services Offered,1306,1
2018-19,School District,9,Vilas,1526,,[All],No,Northland Pines,[Districtwide],All Students,All Students,Out of School Suspension,1306,4
2018-19,School District,12,Washburn,3654,,[All],No,Northwood,[Districtwide],All Students,All Students,Out of School Suspension,325,14
2018-19,School District,4,Monroe,3990,,[All],No,Norwalk-Ontario-Wilton,[Districtwide],All Students,All Students,Out of School Suspension,658,14
2018-19,School District,2,Racine,4011,,[All],No,Norway J7,[Districtwide],All Students,All Students,,105,0
2018-19,School District,1,Milwaukee,4018,,[All],No,Oak Creek-Franklin Joint,[Districtwide],All Students,All Students,Expulsion without Services Offered,6604,5
2018-19,School District,1,Milwaukee,4018,,[All],No,Oak Creek-Franklin Joint,[Districtwide],All Students,All Students,Out of School Suspension,6604,461
2018-19,School District,6,Fond du Lac,4025,,[All],No,Oakfield,[Districtwide],All Students,All Students,Out of School Suspension,548,21
2018-19,School District,1,Waukesha,4060,,[All],No,Oconomowoc Area,[Districtwide],All Students,All Students,Expulsion with Services Offered,5272,3
2018-19,School District,1,Waukesha,4060,,[All],No,Oconomowoc Area,[Districtwide],All Students,All Students,Expulsion without Services Offered,5272,2
2018-19,School District,1,Waukesha,4060,,[All],No,Oconomowoc Area,[Districtwide],All Students,All Students,Out of School Suspension,5272,48
2018-19,School District,8,Oconto,4074,,[All],No,Oconto Falls Public,[Districtwide],All Students,All Students,Out of School Suspension,1691,14
2018-19,School District,8,Oconto,4067,,[All],No,Oconto Unified,[Districtwide],All Students,All Students,Expulsion without Services Offered,1006,1
2018-19,School District,8,Oconto,4067,,[All],No,Oconto Unified,[Districtwide],All Students,All Students,Out of School Suspension,1006,69
2018-19,School District,6,Winnebago,4088,,[All],No,Omro,[Districtwide],All Students,All Students,Expulsion with Services Offered,1154,1
2018-19,School District,6,Winnebago,4088,,[All],No,Omro,[Districtwide],All Students,All Students,Expulsion without Services Offered,1154,1
2018-19,School District,6,Winnebago,4088,,[All],No,Omro,[Districtwide],All Students,All Students,Out of School Suspension,1154,52
2018-19,School District,4,La Crosse,4095,,[All],No,Onalaska,[Districtwide],All Students,All Students,Out of School Suspension,3133,105
2018-19,School District,7,Sheboygan,4137,,[All],No,Oostburg,[Districtwide],All Students,All Students,Out of School Suspension,995,4
2018-19,School District,2,Dane,4144,,[All],No,Oregon,[Districtwide],All Students,All Students,Expulsion with Services Offered,4091,3
2018-19,School District,2,Dane,4144,,[All],No,Oregon,[Districtwide],All Students,All Students,Expulsion without Services Offered,4091,2
2018-19,School District,2,Dane,4144,,[All],No,Oregon,[Districtwide],All Students,All Students,Out of School Suspension,4091,243
2018-19,School District,11,Polk,4165,,[All],No,Osceola,[Districtwide],All Students,All Students,Expulsion with Services Offered,1692,3
2018-19,School District,11,Polk,4165,,[All],No,Osceola,[Districtwide],All Students,All Students,Expulsion without Services Offered,1692,3
2018-19,School District,11,Polk,4165,,[All],No,Osceola,[Districtwide],All Students,All Students,Out of School Suspension,1692,32
2018-19,School District,6,Winnebago,4179,,[All],No,Oshkosh Area,[Districtwide],All Students,All Students,Expulsion with Services Offered,9911,4
2018-19,School District,6,Winnebago,4179,,[All],No,Oshkosh Area,[Districtwide],All Students,All Students,Expulsion without Services Offered,9911,3
2018-19,School District,6,Winnebago,4179,,[All],No,Oshkosh Area,[Districtwide],All Students,All Students,Out of School Suspension,9911,1622
2018-19,School District,10,Trempealeau,4186,,[All],No,Osseo-Fairchild,[Districtwide],All Students,All Students,Out of School Suspension,817,101
2018-19,School District,10,Clark,4207,,[All],No,Owen-Withee,[Districtwide],All Students,All Students,Out of School Suspension,485,14
2018-19,School District,2,Jefferson,4221,,[All],No,Palmyra-Eagle Area,[Districtwide],All Students,All Students,Out of School Suspension,769,21
2018-19,School District,5,Columbia,4228,,[All],No,Pardeeville Area,[Districtwide],All Students,All Students,Expulsion with Services Offered,812,1
2018-19,School District,5,Columbia,4228,,[All],No,Pardeeville Area,[Districtwide],All Students,All Students,Out of School Suspension,812,14
2018-19,School District,2,Kenosha,4235,,[All],No,Paris J1,[Districtwide],All Students,All Students,,277,0
2018-19,School District,2,Rock,4151,,[All],No,Parkview,[Districtwide],All Students,All Students,Out of School Suspension,803,19
2018-19,School District,3,Lafayette,490,,[All],No,Pecatonica Area,[Districtwide],All Students,All Students,Out of School Suspension,400,6
2018-19,School District,11,Pepin,4270,,[All],No,Pepin Area,[Districtwide],All Students,All Students,Out of School Suspension,225,1
2018-19,School District,8,Marinette,4305,,[All],No,Peshtigo,[Districtwide],All Students,All Students,Out of School Suspension,1188,58
2018-19,School District,1,Waukesha,4312,,[All],No,Pewaukee,[Districtwide],All Students,All Students,Expulsion with Services Offered,2995,1
2018-19,School District,1,Waukesha,4312,,[All],No,Pewaukee,[Districtwide],All Students,All Students,Out of School Suspension,2995,76
2018-19,School District,9,Vilas,4330,,[All],No,Phelps,[Districtwide],All Students,All Students,Out of School Suspension,132,9
2018-19,School District,12,Price,4347,,[All],No,Phillips,[Districtwide],All Students,All Students,Out of School Suspension,759,14
2018-19,School District,5,Wood,4368,,[All],No,Pittsville,[Districtwide],All Students,All Students,Out of School Suspension,575,9
2018-19,School District,3,Grant,4389,,[All],No,Platteville,[Districtwide],All Students,All Students,Expulsion without Services Offered,1519,1
2018-19,School District,3,Grant,4389,,[All],No,Platteville,[Districtwide],All Students,All Students,Out of School Suspension,1519,87
2018-19,School District,11,Pierce,4459,,[All],No,Plum City,[Districtwide],All Students,All Students,Out of School Suspension,276,3
2018-19,School District,7,Sheboygan,4473,,[All],No,Plymouth Joint,[Districtwide],All Students,All Students,Expulsion without Services Offered,2179,4
2018-19,School District,7,Sheboygan,4473,,[All],No,Plymouth Joint,[Districtwide],All Students,All Students,Out of School Suspension,2179,173
2018-19,School District,5,Wood,4508,,[All],No,Port Edwards,[Districtwide],All Students,All Students,Out of School Suspension,448,9
2018-19,School District,1,Ozaukee,4515,,[All],No,Port Washington-Saukville,[Districtwide],All Students,All Students,Out of School Suspension,2616,143
2018-19,School District,5,Columbia,4501,,[All],No,Portage Community,[Districtwide],All Students,All Students,Out of School Suspension,2316,188
2018-19,School District,3,Grant,4529,,[All],No,Potosi,[Districtwide],All Students,All Students,Out of School Suspension,333,5
2018-19,School District,5,Columbia,4536,,[All],No,Poynette,[Districtwide],All Students,All Students,Expulsion without Services Offered,1075,2
2018-19,School District,5,Columbia,4536,,[All],No,Poynette,[Districtwide],All Students,All Students,Out of School Suspension,1075,31
2018-19,School District,3,Crawford,4543,,[All],No,Prairie du Chien Area,[Districtwide],All Students,All Students,Out of School Suspension,1163,21
2018-19,School District,11,Barron,4557,,[All],No,Prairie Farm Public,[Districtwide],All Students,All Students,Out of School Suspension,386,5
2018-19,School District,9,Price,4571,,[All],No,Prentice,[Districtwide],All Students,All Students,Out of School Suspension,340,5
2018-19,School District,11,Pierce,4578,,[All],No,Prescott,[Districtwide],All Students,All Students,Out of School Suspension,1320,37
2018-19,School District,5,Green Lake,4606,,[All],No,Princeton,[Districtwide],All Students,All Students,Expulsion without Services Offered,336,2
2018-19,School District,5,Green Lake,4606,,[All],No,Princeton,[Districtwide],All Students,All Students,Out of School Suspension,336,27
2018-19,School District,7,Brown,4613,,[All],No,Pulaski Community,[Districtwide],All Students,All Students,Expulsion without Services Offered,3777,2
2018-19,School District,7,Brown,4613,,[All],No,Pulaski Community,[Districtwide],All Students,All Students,Out of School Suspension,3777,78
2018-19,School District,1,Racine,4620,,[All],No,Racine Unified,[Districtwide],All Students,All Students,Expulsion without Services Offered,17862,136
2018-19,School District,1,Racine,4620,,[All],No,Racine Unified,[Districtwide],All Students,All Students,Out of School Suspension,17862,6020
2018-19,School District,2,Kenosha,4627,,[All],No,Randall J1,[Districtwide],All Students,All Students,Out of School Suspension,732,23
2018-19,School District,5,Dodge,4634,,[All],No,Randolph,[Districtwide],All Students,All Students,Out of School Suspension,553,9
2018-19,School District,7,Sheboygan,4641,,[All],No,Random Lake,[Districtwide],All Students,All Students,Out of School Suspension,741,17
2018-19,School District,2,Racine,4686,,[All],No,Raymond #14,[Districtwide],All Students,All Students,,412,0
2018-19,School District,5,Sauk,4753,,[All],No,Reedsburg,[Districtwide],All Students,All Students,Out of School Suspension,2862,59
2018-19,School District,7,Manitowoc,4760,,[All],No,Reedsville,[Districtwide],All Students,All Students,Out of School Suspension,577,5
2018-19,School District,9,Oneida,4781,,[All],No,Rhinelander,[Districtwide],All Students,All Students,Out of School Suspension,2350,200
2018-19,School District,9,Taylor,4795,,[All],No,Rib Lake,[Districtwide],All Students,All Students,Out of School Suspension,473,2
2018-19,School District,11,Barron,4802,,[All],No,Rice Lake Area,[Districtwide],All Students,All Students,Out of School Suspension,2276,88
2018-19,School District,3,Richland,4851,,[All],No,Richland,[Districtwide],All Students,All Students,Expulsion without Services Offered,1299,14
2018-19,School District,3,Richland,4851,,[All],No,Richland,[Districtwide],All Students,All Students,Out of School Suspension,1299,93
2018-19,School District,1,Waukesha,3122,,[All],No,Richmond,[Districtwide],All Students,All Students,Out of School Suspension,412,4
2018-19,School District,5,Columbia,4865,,[All],No,Rio Community,[Districtwide],All Students,All Students,Out of School Suspension,407,2
2018-19,School District,6,Fond du Lac,4872,,[All],No,Ripon Area,[Districtwide],All Students,All Students,Out of School Suspension,1600,24
2018-19,School District,11,Pierce,4893,,[All],No,River Falls,[Districtwide],All Students,All Students,Expulsion with Services Offered,3455,1
2018-19,School District,11,Pierce,4893,,[All],No,River Falls,[Districtwide],All Students,All Students,Expulsion without Services Offered,3455,6
2018-19,School District,11,Pierce,4893,,[All],No,River Falls,[Districtwide],All Students,All Students,Out of School Suspension,3455,121
2018-19,School District,3,Grant,4904,,[All],No,River Ridge,[Districtwide],All Students,All Students,Expulsion without Services Offered,542,2
2018-19,School District,3,Grant,4904,,[All],No,River Ridge,[Districtwide],All Students,All Students,Out of School Suspension,542,10
2018-19,School District,3,Sauk,5523,,[All],No,River Valley,[Districtwide],All Students,All Students,Out of School Suspension,1194,11
2018-19,School District,3,Grant,3850,,[All],No,Riverdale,[Districtwide],All Students,All Students,Out of School Suspension,695,45
2018-19,School District,6,Fond du Lac,4956,,[All],No,Rosendale-Brandon,[Districtwide],All Students,All Students,Out of School Suspension,1047,20
2018-19,School District,5,Portage,4963,,[All],No,Rosholt,[Districtwide],All Students,All Students,Out of School Suspension,530,20
2018-19,School District,4,Juneau,1673,,[All],No,Royall,[Districtwide],All Students,All Students,Out of School Suspension,508,1
2018-19,School District,11,Saint Croix,2422,,[All],No,Saint Croix Central,[Districtwide],All Students,All Students,Out of School Suspension,1726,15
2018-19,School District,11,Polk,5019,,[All],No,Saint Croix Falls,[Districtwide],All Students,All Students,Expulsion without Services Offered,1084,1
2018-19,School District,11,Polk,5019,,[All],No,Saint Croix Falls,[Districtwide],All Students,All Students,Out of School Suspension,1084,43
2018-19,School District,1,Milwaukee,5026,,[All],No,Saint Francis,[Districtwide],All Students,All Students,Out of School Suspension,1123,152
2018-19,School District,2,Kenosha,5068,,[All],No,Salem,[Districtwide],All Students,All Students,Out of School Suspension,969,15
2018-19,School District,5,Sauk,5100,,[All],No,Sauk Prairie,[Districtwide],All Students,All Students,Out of School Suspension,2785,39
2018-19,School District,3,Crawford,5124,,[All],No,Seneca Area,[Districtwide],All Students,All Students,Expulsion without Services Offered,290,1
2018-19,School District,7,Door,5130,,[All],No,Sevastopol,[Districtwide],All Students,All Students,Out of School Suspension,613,18
2018-19,School District,7,Outagamie,5138,,[All],No,Seymour Community,[Districtwide],All Students,All Students,Expulsion with Services Offered,2218,1
2018-19,School District,7,Outagamie,5138,,[All],No,Seymour Community,[Districtwide],All Students,All Students,Out of School Suspension,2218,125
2018-19,School District,2,Walworth,5258,,[All],No,Sharon J11,[Districtwide],All Students,All Students,,262,0
2018-19,School District,8,Shawano,5264,,[All],No,Shawano,[Districtwide],All Students,All Students,Out of School Suspension,2460,86
2018-19,School District,7,Sheboygan,5271,,[All],No,Sheboygan Area,[Districtwide],All Students,All Students,Out of School Suspension,10060,17
2018-19,School District,7,Sheboygan,5278,,[All],No,Sheboygan Falls,[Districtwide],All Students,All Students,Out of School Suspension,1688,43
2018-19,School District,11,Washburn,5306,,[All],No,Shell Lake,[Districtwide],All Students,All Students,Out of School Suspension,685,18
2018-19,School District,6,Outagamie,5348,,[All],No,Shiocton,[Districtwide],All Students,All Students,Out of School Suspension,699,11
2018-19,School District,1,Milwaukee,5355,,[All],No,Shorewood,[Districtwide],All Students,All Students,Out of School Suspension,2036,17
2018-19,School District,3,Lafayette,5362,,[All],No,Shullsburg,[Districtwide],All Students,All Students,Out of School Suspension,370,7
2018-19,School District,2,Kenosha,5369,,[All],No,Silver Lake J1,[Districtwide],All Students,All Students,Out of School Suspension,475,18
