SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHARTER_IND,DISTRICT_NAME,SCHOOL_NAME,GROUP_BY,GROUP_BY_VALUE,REMOVAL_TYPE_DESCRIPTION,TFS_ENROLLMENT_COUNT,REMOVAL_COUNT
2018-19,School District,11,Burnett,5376,,[All],No,Siren,[Districtwide],All Students,All Students,Expulsion with Services Offered,469,1
2018-19,School District,11,Burnett,5376,,[All],No,Siren,[Districtwide],All Students,All Students,Out of School Suspension,469,24
2018-19,School District,6,Washington,5390,,[All],No,Slinger,[Districtwide],All Students,All Students,Expulsion with Services Offered,3368,1
2018-19,School District,6,Washington,5390,,[All],No,Slinger,[Districtwide],All Students,All Students,Out of School Suspension,3368,56
2018-19,School District,12,Douglas,5397,,[All],No,Solon Springs,[Districtwide],All Students,All Students,Out of School Suspension,273,1
2018-19,School District,11,Saint Croix,5432,,[All],No,Somerset,[Districtwide],All Students,All Students,Out of School Suspension,1499,48
2018-19,School District,1,Milwaukee,5439,,[All],No,South Milwaukee,[Districtwide],All Students,All Students,Expulsion without Services Offered,3062,1
2018-19,School District,1,Milwaukee,5439,,[All],No,South Milwaukee,[Districtwide],All Students,All Students,Out of School Suspension,3062,276
2018-19,School District,12,Bayfield,4522,,[All],No,South Shore,[Districtwide],All Students,All Students,Out of School Suspension,177,4
2018-19,School District,7,Door,5457,,[All],No,Southern Door County,[Districtwide],All Students,All Students,Expulsion without Services Offered,1009,2
2018-19,School District,7,Door,5457,,[All],No,Southern Door County,[Districtwide],All Students,All Students,Out of School Suspension,1009,28
2018-19,School District,3,Grant,2485,,[All],No,Southwestern Wisconsin,[Districtwide],All Students,All Students,Out of School Suspension,521,5
2018-19,School District,4,Monroe,5460,,[All],No,Sparta Area,[Districtwide],All Students,All Students,Out of School Suspension,2981,139
2018-19,School District,10,Marathon,5467,,[All],No,Spencer,[Districtwide],All Students,All Students,Out of School Suspension,686,23
2018-19,School District,11,Washburn,5474,,[All],No,Spooner Area,[Districtwide],All Students,All Students,Out of School Suspension,1158,67
2018-19,School District,11,Pierce,5586,,[All],No,Spring Valley,[Districtwide],All Students,All Students,Out of School Suspension,768,14
2018-19,School District,10,Chippewa,5593,,[All],No,Stanley-Boyd Area,[Districtwide],All Students,All Students,Expulsion without Services Offered,1099,1
2018-19,School District,10,Chippewa,5593,,[All],No,Stanley-Boyd Area,[Districtwide],All Students,All Students,Out of School Suspension,1099,10
2018-19,School District,5,Portage,5607,,[All],No,Stevens Point Area Public,[Districtwide],All Students,All Students,Out of School Suspension,7144,93
2018-19,School District,7,Calumet,5614,,[All],No,Stockbridge,[Districtwide],All Students,All Students,Out of School Suspension,201,1
2018-19,School District,1,Waukesha,3542,,[All],No,Stone Bank,[Districtwide],All Students,All Students,,353,0
2018-19,School District,2,Dane,5621,,[All],No,Stoughton Area,[Districtwide],All Students,All Students,Out of School Suspension,2963,203
2018-19,School District,9,Marathon,5628,,[All],No,Stratford,[Districtwide],All Students,All Students,Out of School Suspension,884,50
2018-19,School District,7,Door,5642,,[All],No,Sturgeon Bay,[Districtwide],All Students,All Students,Out of School Suspension,1145,76
2018-19,School District,2,Dane,5656,,[All],No,Sun Prairie Area,[Districtwide],All Students,All Students,Expulsion with Services Offered,8521,1
2018-19,School District,2,Dane,5656,,[All],No,Sun Prairie Area,[Districtwide],All Students,All Students,Expulsion without Services Offered,8521,5
2018-19,School District,2,Dane,5656,,[All],No,Sun Prairie Area,[Districtwide],All Students,All Students,Out of School Suspension,8521,802
2018-19,School District,12,Douglas,5663,,[All],No,Superior,[Districtwide],All Students,All Students,Expulsion with Services Offered,4622,4
2018-19,School District,12,Douglas,5663,,[All],No,Superior,[Districtwide],All Students,All Students,Out of School Suspension,4622,565
2018-19,School District,8,Oconto,5670,,[All],No,Suring Public,[Districtwide],All Students,All Students,Expulsion without Services Offered,378,1
2018-19,School District,8,Oconto,5670,,[All],No,Suring Public,[Districtwide],All Students,All Students,Out of School Suspension,378,23
2018-19,School District,1,Waukesha,3510,,[All],No,Swallow,[Districtwide],All Students,All Students,Out of School Suspension,462,4
2018-19,School District,10,Clark,5726,,[All],No,Thorp,[Districtwide],All Students,All Students,Out of School Suspension,602,12
2018-19,School District,9,Oneida,5733,,[All],No,Three Lakes,[Districtwide],All Students,All Students,Out of School Suspension,535,32
2018-19,School District,8,Shawano,5740,,[All],No,Tigerton,[Districtwide],All Students,All Students,Out of School Suspension,242,1
2018-19,School District,4,Monroe,5747,,[All],No,Tomah Area,[Districtwide],All Students,All Students,Out of School Suspension,3121,85
2018-19,School District,9,Lincoln,5754,,[All],No,Tomahawk,[Districtwide],All Students,All Students,Out of School Suspension,1224,53
2018-19,School District,5,Portage,126,,[All],No,Tomorrow River,[Districtwide],All Students,All Students,Out of School Suspension,1195,3
2018-19,School District,2,Kenosha,5780,,[All],No,Trevor-Wilmot Consolidated,[Districtwide],All Students,All Students,Expulsion without Services Offered,564,1
2018-19,School District,2,Kenosha,5780,,[All],No,Trevor-Wilmot Consolidated,[Districtwide],All Students,All Students,Out of School Suspension,564,31
2018-19,School District,5,Waushara,4375,,[All],No,Tri-County Area,[Districtwide],All Students,All Students,Out of School Suspension,611,21
2018-19,School District,11,Barron,5810,,[All],No,Turtle Lake,[Districtwide],All Students,All Students,Out of School Suspension,458,10
2018-19,School District,2,Kenosha,5817,,[All],No,Twin Lakes #4,[Districtwide],All Students,All Students,Out of School Suspension,316,1
2018-19,School District,7,Manitowoc,5824,,[All],No,Two Rivers Public,[Districtwide],All Students,All Students,Expulsion with Services Offered,1821,1
2018-19,School District,7,Manitowoc,5824,,[All],No,Two Rivers Public,[Districtwide],All Students,All Students,Expulsion without Services Offered,1821,1
2018-19,School District,7,Manitowoc,5824,,[All],No,Two Rivers Public,[Districtwide],All Students,All Students,Out of School Suspension,1821,38
2018-19,School District,2,Racine,5859,,[All],No,Union Grove J1,[Districtwide],All Students,All Students,Out of School Suspension,809,3
2018-19,School District,2,Racine,5852,,[All],No,Union Grove UHS,[Districtwide],All Students,All Students,Out of School Suspension,986,31
2018-19,School District,11,Polk,238,,[All],No,Unity,[Districtwide],All Students,All Students,Out of School Suspension,937,88
2018-19,School District,7,Manitowoc,5866,,[All],No,Valders Area,[Districtwide],All Students,All Students,Out of School Suspension,980,13
2018-19,School District,2,Dane,5901,,[All],No,Verona Area,[Districtwide],All Students,All Students,Out of School Suspension,5656,306
2018-19,School District,4,Vernon,5985,,[All],No,Viroqua Area,[Districtwide],All Students,All Students,Out of School Suspension,1165,60
2018-19,School District,8,Forest,5992,,[All],No,Wabeno Area,[Districtwide],All Students,All Students,Out of School Suspension,382,58
2018-19,School District,2,Walworth,6022,,[All],No,Walworth J1,[Districtwide],All Students,All Students,Out of School Suspension,458,8
2018-19,School District,12,Bayfield,6027,,[All],No,Washburn,[Districtwide],All Students,All Students,Out of School Suspension,572,3
2018-19,School District,7,Door,6069,,[All],No,Washington,[Districtwide],All Students,All Students,Out of School Suspension,80,1
2018-19,School District,2,Racine,6104,,[All],No,Washington-Caldwell,[Districtwide],All Students,All Students,,180,0
2018-19,School District,2,Racine,6113,,[All],No,Waterford Graded J1,[Districtwide],All Students,All Students,Expulsion without Services Offered,1526,1
2018-19,School District,2,Racine,6113,,[All],No,Waterford Graded J1,[Districtwide],All Students,All Students,Out of School Suspension,1526,15
2018-19,School District,2,Racine,6083,,[All],No,Waterford UHS,[Districtwide],All Students,All Students,Expulsion with Services Offered,1058,1
2018-19,School District,2,Racine,6083,,[All],No,Waterford UHS,[Districtwide],All Students,All Students,Out of School Suspension,1058,40
2018-19,School District,2,Jefferson,6118,,[All],No,Waterloo,[Districtwide],All Students,All Students,Out of School Suspension,790,14
2018-19,School District,2,Jefferson,6125,,[All],No,Watertown Unified,[Districtwide],All Students,All Students,Expulsion without Services Offered,3621,4
2018-19,School District,2,Jefferson,6125,,[All],No,Watertown Unified,[Districtwide],All Students,All Students,Out of School Suspension,3621,441
2018-19,School District,1,Waukesha,6174,,[All],No,Waukesha,[Districtwide],All Students,All Students,Expulsion with Services Offered,12739,2
2018-19,School District,1,Waukesha,6174,,[All],No,Waukesha,[Districtwide],All Students,All Students,Expulsion without Services Offered,12739,14
2018-19,School District,1,Waukesha,6174,,[All],No,Waukesha,[Districtwide],All Students,All Students,Out of School Suspension,12739,940
2018-19,School District,2,Dane,6181,,[All],No,Waunakee Community,[Districtwide],All Students,All Students,Expulsion without Services Offered,4339,2
2018-19,School District,2,Dane,6181,,[All],No,Waunakee Community,[Districtwide],All Students,All Students,Out of School Suspension,4339,34
2018-19,School District,5,Waupaca,6195,,[All],No,Waupaca,[Districtwide],All Students,All Students,Out of School Suspension,2113,116
2018-19,School District,6,Fond du Lac,6216,,[All],No,Waupun,[Districtwide],All Students,All Students,Expulsion without Services Offered,1947,1
2018-19,School District,6,Fond du Lac,6216,,[All],No,Waupun,[Districtwide],All Students,All Students,Out of School Suspension,1947,57
2018-19,School District,9,Marathon,6223,,[All],No,Wausau,[Districtwide],All Students,All Students,Out of School Suspension,8311,353
2018-19,School District,8,Marinette,6230,,[All],No,Wausaukee,[Districtwide],All Students,All Students,Out of School Suspension,418,18
2018-19,School District,5,Waushara,6237,,[All],No,Wautoma Area,[Districtwide],All Students,All Students,Expulsion with Services Offered,1355,1
2018-19,School District,5,Waushara,6237,,[All],No,Wautoma Area,[Districtwide],All Students,All Students,Expulsion without Services Offered,1355,6
2018-19,School District,5,Waushara,6237,,[All],No,Wautoma Area,[Districtwide],All Students,All Students,Out of School Suspension,1355,103
2018-19,School District,1,Milwaukee,6244,,[All],No,Wauwatosa,[Districtwide],All Students,All Students,Out of School Suspension,7219,311
2018-19,School District,3,Crawford,6251,,[All],No,Wauzeka-Steuben,[Districtwide],All Students,All Students,Out of School Suspension,282,3
2018-19,School District,11,Burnett,6293,,[All],No,Webster,[Districtwide],All Students,All Students,Expulsion with Services Offered,672,5
2018-19,School District,11,Burnett,6293,,[All],No,Webster,[Districtwide],All Students,All Students,Out of School Suspension,672,50
2018-19,School District,1,Milwaukee,6300,,[All],No,West Allis-West Milwaukee,[Districtwide],All Students,All Students,Expulsion without Services Offered,8240,4
2018-19,School District,1,Milwaukee,6300,,[All],No,West Allis-West Milwaukee,[Districtwide],All Students,All Students,Out of School Suspension,8240,590
2018-19,School District,6,Washington,6307,,[All],No,West Bend,[Districtwide],All Students,All Students,Out of School Suspension,6582,249
2018-19,School District,7,Brown,6328,,[All],No,West De Pere,[Districtwide],All Students,All Students,Expulsion without Services Offered,3556,1
2018-19,School District,7,Brown,6328,,[All],No,West De Pere,[Districtwide],All Students,All Students,Out of School Suspension,3556,173
2018-19,School District,4,La Crosse,6370,,[All],No,West Salem,[Districtwide],All Students,All Students,Out of School Suspension,1797,31
2018-19,School District,4,Vernon,6321,,[All],No,Westby Area,[Districtwide],All Students,All Students,Out of School Suspension,1102,43
2018-19,School District,5,Marquette,6335,,[All],No,Westfield,[Districtwide],All Students,All Students,Out of School Suspension,1061,46
2018-19,School District,3,Sauk,6354,,[All],No,Weston,[Districtwide],All Students,All Students,Expulsion without Services Offered,278,2
2018-19,School District,3,Sauk,6354,,[All],No,Weston,[Districtwide],All Students,All Students,Out of School Suspension,278,18
2018-19,School District,6,Waupaca,6384,,[All],No,Weyauwega-Fremont,[Districtwide],All Students,All Students,Out of School Suspension,857,12
2018-19,School District,2,Kenosha,6412,,[All],No,Wheatland J1,[Districtwide],All Students,All Students,Out of School Suspension,542,12
2018-19,School District,8,Langlade,6440,,[All],No,White Lake,[Districtwide],All Students,All Students,Out of School Suspension,145,38
2018-19,School District,1,Milwaukee,6419,,[All],No,Whitefish Bay,[Districtwide],All Students,All Students,Out of School Suspension,2992,53
2018-19,School District,4,Trempealeau,6426,,[All],No,Whitehall,[Districtwide],All Students,All Students,Expulsion without Services Offered,768,1
2018-19,School District,4,Trempealeau,6426,,[All],No,Whitehall,[Districtwide],All Students,All Students,Out of School Suspension,768,33
2018-19,School District,2,Walworth,6461,,[All],No,Whitewater Unified,[Districtwide],All Students,All Students,Expulsion without Services Offered,1940,1
2018-19,School District,2,Walworth,6461,,[All],No,Whitewater Unified,[Districtwide],All Students,All Students,Out of School Suspension,1940,277
2018-19,School District,1,Milwaukee,6470,,[All],No,Whitnall,[Districtwide],All Students,All Students,Out of School Suspension,2506,190
2018-19,School District,5,Waushara,6475,,[All],No,Wild Rose,[Districtwide],All Students,All Students,Out of School Suspension,580,12
2018-19,School District,2,Walworth,6482,,[All],No,Williams Bay,[Districtwide],All Students,All Students,,721,0
2018-19,School District,2,Kenosha,6545,,[All],No,Wilmot UHS,[Districtwide],All Students,All Students,Out of School Suspension,1026,89
2018-19,School District,6,Winnebago,6608,,[All],No,Winneconne Community,[Districtwide],All Students,All Students,Out of School Suspension,1682,22
2018-19,School District,12,Sawyer,6615,,[All],No,Winter,[Districtwide],All Students,All Students,Out of School Suspension,249,18
2018-19,School District,5,Sauk,6678,,[All],No,Wisconsin Dells,[Districtwide],All Students,All Students,Out of School Suspension,1787,63
2018-19,School District,2,Dane,469,,[All],No,Wisconsin Heights,[Districtwide],All Students,All Students,Out of School Suspension,776,9
2018-19,School District,5,Wood,6685,,[All],No,Wisconsin Rapids,[Districtwide],All Students,All Students,Expulsion with Services Offered,5114,1
2018-19,School District,5,Wood,6685,,[All],No,Wisconsin Rapids,[Districtwide],All Students,All Students,Expulsion without Services Offered,5114,4
2018-19,School District,5,Wood,6685,,[All],No,Wisconsin Rapids,[Districtwide],All Students,All Students,Out of School Suspension,5114,487
2018-19,School District,8,Shawano,6692,,[All],No,Wittenberg-Birnamwood,[Districtwide],All Students,All Students,Out of School Suspension,1178,42
2018-19,School District,4,Juneau,6713,,[All],No,Wonewoc-Union Center,[Districtwide],All Students,All Students,Out of School Suspension,345,6
2018-19,School District,9,Vilas,6720,,[All],No,Woodruff J1,[Districtwide],All Students,All Students,Out of School Suspension,545,15
2018-19,School District,7,Brown,6734,,[All],No,Wrightstown Community,[Districtwide],All Students,All Students,Out of School Suspension,1367,15
2018-19,School District,2,Racine,6748,,[All],No,Yorkville J2,[Districtwide],All Students,All Students,,438,0
