SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHARTER_IND,DISTRICT_NAME,SCHOOL_NAME,GROUP_BY,GROUP_BY_VALUE,BEHAVIOR_TYPE,TFS_ENROLLMENT_COUNT,INCIDENTS_COUNT
2018-19,School District,6,Dodge,2576,,[All],No,Horicon,[Districtwide],All Students,All Students,Endangering Behavior,681,8
2018-19,School District,6,Dodge,2576,,[All],No,Horicon,[Districtwide],All Students,All Students,Other Violation of School Rules,681,10
2018-19,School District,6,Outagamie,2583,,[All],No,Hortonville Area,[Districtwide],All Students,All Students,Assault,4011,4
2018-19,School District,6,Outagamie,2583,,[All],No,Hortonville Area,[Districtwide],All Students,All Students,Drugs and Alcohol,4011,38
2018-19,School District,6,Outagamie,2583,,[All],No,Hortonville Area,[Districtwide],All Students,All Students,Other Violation of School Rules,4011,72
2018-19,School District,7,Brown,2604,,[All],No,Howard-Suamico,[Districtwide],All Students,All Students,Assault,6103,22
2018-19,School District,7,Brown,2604,,[All],No,Howard-Suamico,[Districtwide],All Students,All Students,Drugs and Alcohol,6103,30
2018-19,School District,7,Brown,2604,,[All],No,Howard-Suamico,[Districtwide],All Students,All Students,Endangering Behavior,6103,24
2018-19,School District,7,Brown,2604,,[All],No,Howard-Suamico,[Districtwide],All Students,All Students,Other Violation of School Rules,6103,85
2018-19,School District,7,Brown,2604,,[All],No,Howard-Suamico,[Districtwide],All Students,All Students,Weapon Related,6103,2
2018-19,School District,7,Sheboygan,2605,,[All],No,Howards Grove,[Districtwide],All Students,All Students,Assault,907,1
2018-19,School District,7,Sheboygan,2605,,[All],No,Howards Grove,[Districtwide],All Students,All Students,Drugs and Alcohol,907,5
2018-19,School District,7,Sheboygan,2605,,[All],No,Howards Grove,[Districtwide],All Students,All Students,Endangering Behavior,907,1
2018-19,School District,7,Sheboygan,2605,,[All],No,Howards Grove,[Districtwide],All Students,All Students,Other Violation of School Rules,907,13
2018-19,School District,11,Saint Croix,2611,,[All],No,Hudson,[Districtwide],All Students,All Students,Assault,5614,8
2018-19,School District,11,Saint Croix,2611,,[All],No,Hudson,[Districtwide],All Students,All Students,Drugs and Alcohol,5614,14
2018-19,School District,11,Saint Croix,2611,,[All],No,Hudson,[Districtwide],All Students,All Students,Endangering Behavior,5614,6
2018-19,School District,11,Saint Croix,2611,,[All],No,Hudson,[Districtwide],All Students,All Students,Other Violation of School Rules,5614,119
2018-19,School District,12,Iron,2618,,[All],No,Hurley,[Districtwide],All Students,All Students,Assault,563,4
2018-19,School District,12,Iron,2618,,[All],No,Hurley,[Districtwide],All Students,All Students,Drugs and Alcohol,563,1
2018-19,School District,12,Iron,2618,,[All],No,Hurley,[Districtwide],All Students,All Students,Other Violation of School Rules,563,41
2018-19,School District,12,Iron,2618,,[All],No,Hurley,[Districtwide],All Students,All Students,Weapon Related,563,1
2018-19,School District,6,Dodge,2625,,[All],No,Hustisford,[Districtwide],All Students,All Students,Assault,438,1
2018-19,School District,6,Dodge,2625,,[All],No,Hustisford,[Districtwide],All Students,All Students,Drugs and Alcohol,438,3
2018-19,School District,6,Dodge,2625,,[All],No,Hustisford,[Districtwide],All Students,All Students,Endangering Behavior,438,2
2018-19,School District,6,Dodge,2625,,[All],No,Hustisford,[Districtwide],All Students,All Students,Other Violation of School Rules,438,11
2018-19,School District,4,Trempealeau,2632,,[All],No,Independence,[Districtwide],All Students,All Students,,382,0
2018-19,School District,5,Waupaca,2639,,[All],No,Iola-Scandinavia,[Districtwide],All Students,All Students,Other Violation of School Rules,665,3
2018-19,School District,3,Iowa,2646,,[All],No,Iowa-Grant,[Districtwide],All Students,All Students,Drugs and Alcohol,732,3
2018-19,School District,3,Iowa,2646,,[All],No,Iowa-Grant,[Districtwide],All Students,All Students,Other Violation of School Rules,732,7
2018-19,School District,3,Richland,2660,,[All],No,Ithaca,[Districtwide],All Students,All Students,Assault,446,1
2018-19,School District,3,Richland,2660,,[All],No,Ithaca,[Districtwide],All Students,All Students,Endangering Behavior,446,2
2018-19,School District,3,Richland,2660,,[All],No,Ithaca,[Districtwide],All Students,All Students,Other Violation of School Rules,446,26
2018-19,School District,3,Richland,2660,,[All],No,Ithaca,[Districtwide],All Students,All Students,Weapon Related,446,2
2018-19,School District,2,Rock,2695,,[All],No,Janesville,[Districtwide],All Students,All Students,Assault,10069,14
2018-19,School District,2,Rock,2695,,[All],No,Janesville,[Districtwide],All Students,All Students,Drugs and Alcohol,10069,38
2018-19,School District,2,Rock,2695,,[All],No,Janesville,[Districtwide],All Students,All Students,Endangering Behavior,10069,114
2018-19,School District,2,Rock,2695,,[All],No,Janesville,[Districtwide],All Students,All Students,Other Violation of School Rules,10069,788
2018-19,School District,2,Rock,2695,,[All],No,Janesville,[Districtwide],All Students,All Students,Weapon Related,10069,11
2018-19,School District,2,Jefferson,2702,,[All],No,Jefferson,[Districtwide],All Students,All Students,Assault,1874,2
2018-19,School District,2,Jefferson,2702,,[All],No,Jefferson,[Districtwide],All Students,All Students,Drugs and Alcohol,1874,2
2018-19,School District,2,Jefferson,2702,,[All],No,Jefferson,[Districtwide],All Students,All Students,Endangering Behavior,1874,19
2018-19,School District,2,Jefferson,2702,,[All],No,Jefferson,[Districtwide],All Students,All Students,Other Violation of School Rules,1874,79
2018-19,School District,2,Jefferson,2702,,[All],No,Jefferson,[Districtwide],All Students,All Students,Weapon Related,1874,3
2018-19,School District,2,Jefferson,2730,,[All],No,Johnson Creek,[Districtwide],All Students,All Students,Assault,655,2
2018-19,School District,2,Jefferson,2730,,[All],No,Johnson Creek,[Districtwide],All Students,All Students,Drugs and Alcohol,655,1
2018-19,School District,2,Jefferson,2730,,[All],No,Johnson Creek,[Districtwide],All Students,All Students,Endangering Behavior,655,4
2018-19,School District,2,Jefferson,2730,,[All],No,Johnson Creek,[Districtwide],All Students,All Students,Other Violation of School Rules,655,14
2018-19,School District,2,Green,2737,,[All],No,Juda,[Districtwide],All Students,All Students,Other Violation of School Rules,305,1
2018-19,School District,2,Green,2737,,[All],No,Juda,[Districtwide],All Students,All Students,Weapon Related,305,1
2018-19,School District,6,Outagamie,2758,,[All],No,Kaukauna Area,[Districtwide],All Students,All Students,Assault,3935,1
2018-19,School District,6,Outagamie,2758,,[All],No,Kaukauna Area,[Districtwide],All Students,All Students,Drugs and Alcohol,3935,13
2018-19,School District,6,Outagamie,2758,,[All],No,Kaukauna Area,[Districtwide],All Students,All Students,Endangering Behavior,3935,44
2018-19,School District,6,Outagamie,2758,,[All],No,Kaukauna Area,[Districtwide],All Students,All Students,Other Violation of School Rules,3935,181
2018-19,School District,6,Outagamie,2758,,[All],No,Kaukauna Area,[Districtwide],All Students,All Students,Weapon Related,3935,4
2018-19,School District,1,Kenosha,2793,,[All],No,Kenosha,[Districtwide],All Students,All Students,Assault,21233,1458
2018-19,School District,1,Kenosha,2793,,[All],No,Kenosha,[Districtwide],All Students,All Students,Drugs and Alcohol,21233,196
2018-19,School District,1,Kenosha,2793,,[All],No,Kenosha,[Districtwide],All Students,All Students,Endangering Behavior,21233,651
2018-19,School District,1,Kenosha,2793,,[All],No,Kenosha,[Districtwide],All Students,All Students,Other Violation of School Rules,21233,1615
2018-19,School District,1,Kenosha,2793,,[All],No,Kenosha,[Districtwide],All Students,All Students,Weapon Related,21233,29
2018-19,School District,1,Waukesha,1376,,[All],No,Kettle Moraine,[Districtwide],All Students,All Students,Drugs and Alcohol,3868,3
2018-19,School District,1,Waukesha,1376,,[All],No,Kettle Moraine,[Districtwide],All Students,All Students,Other Violation of School Rules,3868,74
2018-19,School District,1,Waukesha,1376,,[All],No,Kettle Moraine,[Districtwide],All Students,All Students,Weapon Related,3868,1
2018-19,School District,6,Washington,2800,,[All],No,Kewaskum,[Districtwide],All Students,All Students,Assault,1814,10
2018-19,School District,6,Washington,2800,,[All],No,Kewaskum,[Districtwide],All Students,All Students,Drugs and Alcohol,1814,8
2018-19,School District,6,Washington,2800,,[All],No,Kewaskum,[Districtwide],All Students,All Students,Endangering Behavior,1814,4
2018-19,School District,6,Washington,2800,,[All],No,Kewaskum,[Districtwide],All Students,All Students,Other Violation of School Rules,1814,41
2018-19,School District,6,Washington,2800,,[All],No,Kewaskum,[Districtwide],All Students,All Students,Weapon Related,1814,1
2018-19,School District,7,Kewaunee,2814,,[All],No,Kewaunee,[Districtwide],All Students,All Students,Drugs and Alcohol,953,2
2018-19,School District,7,Kewaunee,2814,,[All],No,Kewaunee,[Districtwide],All Students,All Students,Endangering Behavior,953,15
2018-19,School District,7,Kewaunee,2814,,[All],No,Kewaunee,[Districtwide],All Students,All Students,Other Violation of School Rules,953,41
2018-19,School District,7,Kewaunee,2814,,[All],No,Kewaunee,[Districtwide],All Students,All Students,Weapon Related,953,3
2018-19,School District,3,Vernon,5960,,[All],No,Kickapoo Area,[Districtwide],All Students,All Students,Assault,520,6
2018-19,School District,3,Vernon,5960,,[All],No,Kickapoo Area,[Districtwide],All Students,All Students,Drugs and Alcohol,520,3
2018-19,School District,3,Vernon,5960,,[All],No,Kickapoo Area,[Districtwide],All Students,All Students,Endangering Behavior,520,1
2018-19,School District,3,Vernon,5960,,[All],No,Kickapoo Area,[Districtwide],All Students,All Students,Other Violation of School Rules,520,11
2018-19,School District,7,Manitowoc,2828,,[All],No,Kiel Area,[Districtwide],All Students,All Students,Assault,1216,1
2018-19,School District,7,Manitowoc,2828,,[All],No,Kiel Area,[Districtwide],All Students,All Students,Drugs and Alcohol,1216,1
2018-19,School District,7,Manitowoc,2828,,[All],No,Kiel Area,[Districtwide],All Students,All Students,Other Violation of School Rules,1216,24
2018-19,School District,6,Outagamie,2835,,[All],No,Kimberly Area,[Districtwide],All Students,All Students,Assault,5190,1
2018-19,School District,6,Outagamie,2835,,[All],No,Kimberly Area,[Districtwide],All Students,All Students,Drugs and Alcohol,5190,11
2018-19,School District,6,Outagamie,2835,,[All],No,Kimberly Area,[Districtwide],All Students,All Students,Endangering Behavior,5190,29
2018-19,School District,6,Outagamie,2835,,[All],No,Kimberly Area,[Districtwide],All Students,All Students,Other Violation of School Rules,5190,74
2018-19,School District,6,Outagamie,2835,,[All],No,Kimberly Area,[Districtwide],All Students,All Students,Weapon Related,5190,2
2018-19,School District,7,Sheboygan,2842,,[All],No,Kohler,[Districtwide],All Students,All Students,Drugs and Alcohol,703,8
2018-19,School District,7,Sheboygan,2842,,[All],No,Kohler,[Districtwide],All Students,All Students,Other Violation of School Rules,703,5
2018-19,School District,4,La Crosse,2849,,[All],No,La Crosse,[Districtwide],All Students,All Students,Assault,6637,224
2018-19,School District,4,La Crosse,2849,,[All],No,La Crosse,[Districtwide],All Students,All Students,Drugs and Alcohol,6637,37
2018-19,School District,4,La Crosse,2849,,[All],No,La Crosse,[Districtwide],All Students,All Students,Endangering Behavior,6637,135
2018-19,School District,4,La Crosse,2849,,[All],No,La Crosse,[Districtwide],All Students,All Students,Other Violation of School Rules,6637,400
2018-19,School District,4,La Crosse,2849,,[All],No,La Crosse,[Districtwide],All Students,All Students,Weapon Related,6637,7
2018-19,School District,4,Vernon,2863,,[All],No,La Farge,[Districtwide],All Students,All Students,Assault,218,1
2018-19,School District,4,Vernon,2863,,[All],No,La Farge,[Districtwide],All Students,All Students,Drugs and Alcohol,218,1
2018-19,School District,4,Vernon,2863,,[All],No,La Farge,[Districtwide],All Students,All Students,Endangering Behavior,218,3
2018-19,School District,4,Vernon,2863,,[All],No,La Farge,[Districtwide],All Students,All Students,Other Violation of School Rules,218,1
2018-19,School District,9,Vilas,1848,,[All],No,Lac du Flambeau #1,[Districtwide],All Students,All Students,Other Violation of School Rules,510,47
2018-19,School District,10,Rusk,2856,,[All],No,Ladysmith,[Districtwide],All Students,All Students,Other Violation of School Rules,806,22
2018-19,School District,10,Rusk,2856,,[All],No,Ladysmith,[Districtwide],All Students,All Students,Weapon Related,806,2
2018-19,School District,1,Waukesha,3862,,[All],No,Lake Country,[Districtwide],All Students,All Students,Endangering Behavior,499,1
2018-19,School District,1,Waukesha,3862,,[All],No,Lake Country,[Districtwide],All Students,All Students,Other Violation of School Rules,499,3
2018-19,School District,1,Waukesha,3862,,[All],No,Lake Country,[Districtwide],All Students,All Students,Weapon Related,499,1
2018-19,School District,2,Walworth,2885,,[All],No,Lake Geneva J1,[Districtwide],All Students,All Students,Other Violation of School Rules,1918,35
2018-19,School District,2,Walworth,2885,,[All],No,Lake Geneva J1,[Districtwide],All Students,All Students,Weapon Related,1918,2
2018-19,School District,2,Walworth,2884,,[All],No,Lake Geneva-Genoa City UHS,[Districtwide],All Students,All Students,Drugs and Alcohol,1432,32
2018-19,School District,2,Walworth,2884,,[All],No,Lake Geneva-Genoa City UHS,[Districtwide],All Students,All Students,Endangering Behavior,1432,5
2018-19,School District,2,Walworth,2884,,[All],No,Lake Geneva-Genoa City UHS,[Districtwide],All Students,All Students,Other Violation of School Rules,1432,64
2018-19,School District,2,Walworth,2884,,[All],No,Lake Geneva-Genoa City UHS,[Districtwide],All Students,All Students,Weapon Related,1432,2
2018-19,School District,10,Chippewa,2891,,[All],No,Lake Holcombe,[Districtwide],All Students,All Students,Other Violation of School Rules,316,8
2018-19,School District,2,Jefferson,2898,,[All],No,Lake Mills Area,[Districtwide],All Students,All Students,Endangering Behavior,1588,4
2018-19,School District,2,Jefferson,2898,,[All],No,Lake Mills Area,[Districtwide],All Students,All Students,Other Violation of School Rules,1588,14
2018-19,School District,2,Jefferson,2898,,[All],No,Lake Mills Area,[Districtwide],All Students,All Students,Weapon Related,1588,1
2018-19,School District,9,Oneida,3647,,[All],No,Lakeland UHS,[Districtwide],All Students,All Students,Drugs and Alcohol,709,22
2018-19,School District,9,Oneida,3647,,[All],No,Lakeland UHS,[Districtwide],All Students,All Students,Endangering Behavior,709,33
2018-19,School District,9,Oneida,3647,,[All],No,Lakeland UHS,[Districtwide],All Students,All Students,Other Violation of School Rules,709,86
2018-19,School District,9,Oneida,3647,,[All],No,Lakeland UHS,[Districtwide],All Students,All Students,Weapon Related,709,1
2018-19,School District,3,Grant,2912,,[All],No,Lancaster Community,[Districtwide],All Students,All Students,Drugs and Alcohol,963,4
2018-19,School District,3,Grant,2912,,[All],No,Lancaster Community,[Districtwide],All Students,All Students,Endangering Behavior,963,1
2018-19,School District,3,Grant,2912,,[All],No,Lancaster Community,[Districtwide],All Students,All Students,Other Violation of School Rules,963,40
2018-19,School District,3,Grant,2912,,[All],No,Lancaster Community,[Districtwide],All Students,All Students,Weapon Related,963,1
2018-19,School District,8,Forest,2940,,[All],No,Laona,[Districtwide],All Students,All Students,Other Violation of School Rules,261,3
2018-19,School District,8,Oconto,2961,,[All],No,Lena,[Districtwide],All Students,All Students,Other Violation of School Rules,388,1
2018-19,School District,2,Walworth,3087,,[All],No,Linn J4,[Districtwide],All Students,All Students,,119,0
2018-19,School District,2,Walworth,3094,,[All],No,Linn J6,[Districtwide],All Students,All Students,,148,0
2018-19,School District,6,Outagamie,3129,,[All],No,Little Chute Area,[Districtwide],All Students,All Students,Assault,1602,2
2018-19,School District,6,Outagamie,3129,,[All],No,Little Chute Area,[Districtwide],All Students,All Students,Drugs and Alcohol,1602,4
2018-19,School District,6,Outagamie,3129,,[All],No,Little Chute Area,[Districtwide],All Students,All Students,Endangering Behavior,1602,3
2018-19,School District,6,Outagamie,3129,,[All],No,Little Chute Area,[Districtwide],All Students,All Students,Other Violation of School Rules,1602,53
2018-19,School District,6,Outagamie,3129,,[All],No,Little Chute Area,[Districtwide],All Students,All Students,Weapon Related,1602,1
2018-19,School District,5,Columbia,3150,,[All],No,Lodi,[Districtwide],All Students,All Students,Assault,1493,3
2018-19,School District,5,Columbia,3150,,[All],No,Lodi,[Districtwide],All Students,All Students,Drugs and Alcohol,1493,8
2018-19,School District,5,Columbia,3150,,[All],No,Lodi,[Districtwide],All Students,All Students,Endangering Behavior,1493,10
2018-19,School District,5,Columbia,3150,,[All],No,Lodi,[Districtwide],All Students,All Students,Other Violation of School Rules,1493,19
2018-19,School District,6,Dodge,3171,,[All],No,Lomira,[Districtwide],All Students,All Students,Endangering Behavior,1080,1
2018-19,School District,6,Dodge,3171,,[All],No,Lomira,[Districtwide],All Students,All Students,Other Violation of School Rules,1080,20
2018-19,School District,10,Clark,3206,,[All],No,Loyal,[Districtwide],All Students,All Students,,502,0
2018-19,School District,11,Polk,3213,,[All],No,Luck,[Districtwide],All Students,All Students,Assault,438,1
2018-19,School District,11,Polk,3213,,[All],No,Luck,[Districtwide],All Students,All Students,Drugs and Alcohol,438,2
2018-19,School District,11,Polk,3213,,[All],No,Luck,[Districtwide],All Students,All Students,Endangering Behavior,438,12
2018-19,School District,11,Polk,3213,,[All],No,Luck,[Districtwide],All Students,All Students,Other Violation of School Rules,438,8
2018-19,School District,7,Kewaunee,3220,,[All],No,Luxemburg-Casco,[Districtwide],All Students,All Students,Drugs and Alcohol,1910,3
2018-19,School District,7,Kewaunee,3220,,[All],No,Luxemburg-Casco,[Districtwide],All Students,All Students,Other Violation of School Rules,1910,27
2018-19,School District,2,Dane,3269,,[All],No,Madison Metropolitan,[Districtwide],All Students,All Students,Assault,26917,1107
2018-19,School District,2,Dane,3269,,[All],No,Madison Metropolitan,[Districtwide],All Students,All Students,Drugs and Alcohol,26917,77
2018-19,School District,2,Dane,3269,,[All],No,Madison Metropolitan,[Districtwide],All Students,All Students,Endangering Behavior,26917,435
2018-19,School District,2,Dane,3269,,[All],No,Madison Metropolitan,[Districtwide],All Students,All Students,Other Violation of School Rules,26917,872
2018-19,School District,2,Dane,3269,,[All],No,Madison Metropolitan,[Districtwide],All Students,All Students,Weapon Related,26917,42
2018-19,School District,6,Waupaca,3276,,[All],No,Manawa,[Districtwide],All Students,All Students,Assault,637,2
2018-19,School District,6,Waupaca,3276,,[All],No,Manawa,[Districtwide],All Students,All Students,Drugs and Alcohol,637,23
2018-19,School District,6,Waupaca,3276,,[All],No,Manawa,[Districtwide],All Students,All Students,Other Violation of School Rules,637,8
2018-19,School District,7,Manitowoc,3290,,[All],No,Manitowoc,[Districtwide],All Students,All Students,Assault,4961,55
2018-19,School District,7,Manitowoc,3290,,[All],No,Manitowoc,[Districtwide],All Students,All Students,Drugs and Alcohol,4961,31
2018-19,School District,7,Manitowoc,3290,,[All],No,Manitowoc,[Districtwide],All Students,All Students,Endangering Behavior,4961,82
2018-19,School District,7,Manitowoc,3290,,[All],No,Manitowoc,[Districtwide],All Students,All Students,Other Violation of School Rules,4961,140
2018-19,School District,7,Manitowoc,3290,,[All],No,Manitowoc,[Districtwide],All Students,All Students,Weapon Related,4961,11
2018-19,School District,12,Douglas,3297,,[All],No,Maple,[Districtwide],All Students,All Students,Assault,1341,12
2018-19,School District,12,Douglas,3297,,[All],No,Maple,[Districtwide],All Students,All Students,Drugs and Alcohol,1341,3
2018-19,School District,12,Douglas,3297,,[All],No,Maple,[Districtwide],All Students,All Students,Endangering Behavior,1341,7
2018-19,School District,12,Douglas,3297,,[All],No,Maple,[Districtwide],All Students,All Students,Other Violation of School Rules,1341,41
2018-19,School District,1,Milwaukee,1897,,[All],No,Maple Dale-Indian Hill,[Districtwide],All Students,All Students,Assault,471,1
2018-19,School District,1,Milwaukee,1897,,[All],No,Maple Dale-Indian Hill,[Districtwide],All Students,All Students,Endangering Behavior,471,2
2018-19,School District,1,Milwaukee,1897,,[All],No,Maple Dale-Indian Hill,[Districtwide],All Students,All Students,Other Violation of School Rules,471,7
2018-19,School District,9,Marathon,3304,,[All],No,Marathon City,[Districtwide],All Students,All Students,Assault,731,1
2018-19,School District,9,Marathon,3304,,[All],No,Marathon City,[Districtwide],All Students,All Students,Endangering Behavior,731,12
2018-19,School District,9,Marathon,3304,,[All],No,Marathon City,[Districtwide],All Students,All Students,Other Violation of School Rules,731,5
2018-19,School District,8,Marinette,3311,,[All],No,Marinette,[Districtwide],All Students,All Students,Assault,2033,6
2018-19,School District,8,Marinette,3311,,[All],No,Marinette,[Districtwide],All Students,All Students,Drugs and Alcohol,2033,6
2018-19,School District,8,Marinette,3311,,[All],No,Marinette,[Districtwide],All Students,All Students,Endangering Behavior,2033,4
2018-19,School District,8,Marinette,3311,,[All],No,Marinette,[Districtwide],All Students,All Students,Other Violation of School Rules,2033,83
2018-19,School District,8,Marinette,3311,,[All],No,Marinette,[Districtwide],All Students,All Students,Weapon Related,2033,3
2018-19,School District,8,Waupaca,3318,,[All],No,Marion,[Districtwide],All Students,All Students,Drugs and Alcohol,438,1
2018-19,School District,8,Waupaca,3318,,[All],No,Marion,[Districtwide],All Students,All Students,Endangering Behavior,438,2
2018-19,School District,8,Waupaca,3318,,[All],No,Marion,[Districtwide],All Students,All Students,Other Violation of School Rules,438,14
2018-19,School District,6,Green Lake,3325,,[All],No,Markesan,[Districtwide],All Students,All Students,Assault,814,3
2018-19,School District,6,Green Lake,3325,,[All],No,Markesan,[Districtwide],All Students,All Students,Drugs and Alcohol,814,8
2018-19,School District,6,Green Lake,3325,,[All],No,Markesan,[Districtwide],All Students,All Students,Endangering Behavior,814,3
2018-19,School District,6,Green Lake,3325,,[All],No,Markesan,[Districtwide],All Students,All Students,Other Violation of School Rules,814,6
2018-19,School District,6,Green Lake,3325,,[All],No,Markesan,[Districtwide],All Students,All Students,Weapon Related,814,1
2018-19,School District,2,Dane,3332,,[All],No,Marshall,[Districtwide],All Students,All Students,Assault,1030,7
2018-19,School District,2,Dane,3332,,[All],No,Marshall,[Districtwide],All Students,All Students,Drugs and Alcohol,1030,9
2018-19,School District,2,Dane,3332,,[All],No,Marshall,[Districtwide],All Students,All Students,Endangering Behavior,1030,6
2018-19,School District,2,Dane,3332,,[All],No,Marshall,[Districtwide],All Students,All Students,Other Violation of School Rules,1030,39
2018-19,School District,5,Wood,3339,,[All],No,Marshfield Unified,[Districtwide],All Students,All Students,Assault,4068,38
2018-19,School District,5,Wood,3339,,[All],No,Marshfield Unified,[Districtwide],All Students,All Students,Drugs and Alcohol,4068,10
2018-19,School District,5,Wood,3339,,[All],No,Marshfield Unified,[Districtwide],All Students,All Students,Endangering Behavior,4068,43
2018-19,School District,5,Wood,3339,,[All],No,Marshfield Unified,[Districtwide],All Students,All Students,Other Violation of School Rules,4068,42
2018-19,School District,5,Wood,3339,,[All],No,Marshfield Unified,[Districtwide],All Students,All Students,Weapon Related,4068,9
2018-19,School District,5,Juneau,3360,,[All],No,Mauston,[Districtwide],All Students,All Students,Assault,1462,12
2018-19,School District,5,Juneau,3360,,[All],No,Mauston,[Districtwide],All Students,All Students,Drugs and Alcohol,1462,2
2018-19,School District,5,Juneau,3360,,[All],No,Mauston,[Districtwide],All Students,All Students,Endangering Behavior,1462,34
2018-19,School District,5,Juneau,3360,,[All],No,Mauston,[Districtwide],All Students,All Students,Other Violation of School Rules,1462,22
2018-19,School District,5,Juneau,3360,,[All],No,Mauston,[Districtwide],All Students,All Students,Weapon Related,1462,3
2018-19,School District,6,Dodge,3367,,[All],No,Mayville,[Districtwide],All Students,All Students,Assault,1100,10
2018-19,School District,6,Dodge,3367,,[All],No,Mayville,[Districtwide],All Students,All Students,Drugs and Alcohol,1100,11
2018-19,School District,6,Dodge,3367,,[All],No,Mayville,[Districtwide],All Students,All Students,Other Violation of School Rules,1100,12
2018-19,School District,2,Dane,3381,,[All],No,McFarland,[Districtwide],All Students,All Students,Assault,4447,1
2018-19,School District,2,Dane,3381,,[All],No,McFarland,[Districtwide],All Students,All Students,Drugs and Alcohol,4447,29
2018-19,School District,2,Dane,3381,,[All],No,McFarland,[Districtwide],All Students,All Students,Endangering Behavior,4447,36
2018-19,School District,2,Dane,3381,,[All],No,McFarland,[Districtwide],All Students,All Students,Other Violation of School Rules,4447,28
2018-19,School District,2,Dane,3381,,[All],No,McFarland,[Districtwide],All Students,All Students,Weapon Related,4447,5
2018-19,School District,10,Taylor,3409,,[All],No,Medford Area Public,[Districtwide],All Students,All Students,Drugs and Alcohol,2755,2
2018-19,School District,10,Taylor,3409,,[All],No,Medford Area Public,[Districtwide],All Students,All Students,Endangering Behavior,2755,2
2018-19,School District,10,Taylor,3409,,[All],No,Medford Area Public,[Districtwide],All Students,All Students,Other Violation of School Rules,2755,40
2018-19,School District,10,Taylor,3409,,[All],No,Medford Area Public,[Districtwide],All Students,All Students,Weapon Related,2755,2
2018-19,School District,12,Ashland,3427,,[All],No,Mellen,[Districtwide],All Students,All Students,Endangering Behavior,271,1
2018-19,School District,12,Ashland,3427,,[All],No,Mellen,[Districtwide],All Students,All Students,Other Violation of School Rules,271,1
2018-19,School District,4,Jackson,3428,,[All],No,Melrose-Mindoro,[Districtwide],All Students,All Students,Drugs and Alcohol,768,2
2018-19,School District,4,Jackson,3428,,[All],No,Melrose-Mindoro,[Districtwide],All Students,All Students,Endangering Behavior,768,11
2018-19,School District,4,Jackson,3428,,[All],No,Melrose-Mindoro,[Districtwide],All Students,All Students,Other Violation of School Rules,768,11
2018-19,School District,4,Jackson,3428,,[All],No,Melrose-Mindoro,[Districtwide],All Students,All Students,Weapon Related,768,3
2018-19,School District,6,Winnebago,3430,,[All],No,Menasha Joint,[Districtwide],All Students,All Students,Assault,3432,2
2018-19,School District,6,Winnebago,3430,,[All],No,Menasha Joint,[Districtwide],All Students,All Students,Drugs and Alcohol,3432,13
2018-19,School District,6,Winnebago,3430,,[All],No,Menasha Joint,[Districtwide],All Students,All Students,Endangering Behavior,3432,89
2018-19,School District,6,Winnebago,3430,,[All],No,Menasha Joint,[Districtwide],All Students,All Students,Other Violation of School Rules,3432,369
2018-19,School District,6,Winnebago,3430,,[All],No,Menasha Joint,[Districtwide],All Students,All Students,Weapon Related,3432,6
2018-19,School District,8,Menominee,3434,,[All],No,Menominee Indian,[Districtwide],All Students,All Students,Assault,921,19
2018-19,School District,8,Menominee,3434,,[All],No,Menominee Indian,[Districtwide],All Students,All Students,Drugs and Alcohol,921,16
2018-19,School District,8,Menominee,3434,,[All],No,Menominee Indian,[Districtwide],All Students,All Students,Endangering Behavior,921,3
2018-19,School District,8,Menominee,3434,,[All],No,Menominee Indian,[Districtwide],All Students,All Students,Other Violation of School Rules,921,64
2018-19,School District,8,Menominee,3434,,[All],No,Menominee Indian,[Districtwide],All Students,All Students,Weapon Related,921,2
2018-19,School District,1,Waukesha,3437,,[All],No,Menomonee Falls,[Districtwide],All Students,All Students,Assault,4002,4
2018-19,School District,1,Waukesha,3437,,[All],No,Menomonee Falls,[Districtwide],All Students,All Students,Drugs and Alcohol,4002,4
2018-19,School District,1,Waukesha,3437,,[All],No,Menomonee Falls,[Districtwide],All Students,All Students,Endangering Behavior,4002,6
2018-19,School District,1,Waukesha,3437,,[All],No,Menomonee Falls,[Districtwide],All Students,All Students,Other Violation of School Rules,4002,86
2018-19,School District,1,Waukesha,3437,,[All],No,Menomonee Falls,[Districtwide],All Students,All Students,Weapon Related,4002,6
2018-19,School District,11,Dunn,3444,,[All],No,Menomonie Area,[Districtwide],All Students,All Students,Assault,3426,3
2018-19,School District,11,Dunn,3444,,[All],No,Menomonie Area,[Districtwide],All Students,All Students,Drugs and Alcohol,3426,26
2018-19,School District,11,Dunn,3444,,[All],No,Menomonie Area,[Districtwide],All Students,All Students,Endangering Behavior,3426,22
2018-19,School District,11,Dunn,3444,,[All],No,Menomonie Area,[Districtwide],All Students,All Students,Other Violation of School Rules,3426,179
2018-19,School District,11,Dunn,3444,,[All],No,Menomonie Area,[Districtwide],All Students,All Students,Weapon Related,3426,5
2018-19,School District,1,Ozaukee,3479,,[All],No,Mequon-Thiensville,[Districtwide],All Students,All Students,Assault,3771,1
2018-19,School District,1,Ozaukee,3479,,[All],No,Mequon-Thiensville,[Districtwide],All Students,All Students,Drugs and Alcohol,3771,11
